,paper id,doi,title,year,forum,forum id,mendeley keywords,publication ids,mendeley id
2045,journals/jcal/JongLWC04,10.1111/J.1365-2729.2004.00097.X,Diagnostic and remedial learning strategy based on conceptual graphs.,2004,J. Comput. Assist. Learn.,journals/jcal,"('Conceptual graph', 'IT-use', 'Internet', 'Remedial instruction', 'Tutorial')","(('sgr', '7544230093'), ('doi', '10.1111/j.1365-2729.2004.00097.x'), ('issn', '02664909'), ('pui', '39454196'), ('scopus', '2-s2.0-7544230093'))",33ac4b70-d6a2-3c95-9db7-bf5bcc0a584d
2046,journals/jcal/Waite04,10.1111/J.1365-2729.2004.00043.X,Tools for the job - a report of two surveys of information and communications technology training and use for literacy in primary schools in the West of England.,2004,J. Comput. Assist. Learn.,journals/jcal,"('Computers', 'Literacy', 'Primary education', 'Survey', 'Teachers')","(('pui', '38883633'), ('scopus', '2-s2.0-3042856296'), ('issn', '02664909'), ('doi', '10.1111/j.1365-2729.2004.00043.x'), ('sgr', '3042856296'))",6b622d59-4062-3a5e-b2cc-81121140b01c
2047,journals/jcal/Dowling02,10.1046/J.0266-4909.2002.00218.X,Regional Report - Australia.,2002,J. Comput. Assist. Learn.,journals/jcal,(),"(('sgr', '29144457009'), ('doi', '10.1046/j.0266-4909.2002.00218.x'), ('issn', '02664909'), ('pui', '36836949'), ('scopus', '2-s2.0-29144457009'))",176572db-e471-3f52-9155-f933a2eeae96
2048,journals/jcal/ChenOLL01,10.1111/J.1365-2729.2001.00159.X,Intervention and strategy analysis for web group-learning.,2001,J. Comput. Assist. Learn.,journals/jcal,(),"(('doi', '10.1111/j.1365-2729.2001.00159.x'),)",f6b55851-9520-3595-ac1d-da08d4b8e86d
2049,journals/smr/SorboGVP21,10.1002/SMR.2316,Investigating the criticality of user-reported issues through their relations with app rating.,2021,J. Softw. Evol. Process.,journals/smr,"('app reviews', 'mobile apps', 'software maintenance and evolution', 'software quality')","(('sgr', '85090940323'), ('doi', '10.1002/smr.2316'), ('issn', '20477481'), ('pui', '2006146365'), ('scopus', '2-s2.0-85090940323'))",18f18132-063e-378a-b2b7-0c8a00aa8651
2050,journals/smr/ZhangLMYXW21,10.1002/SMR.2312,Improving deep-learning-based fault localization with resampling.,2021,J. Softw. Evol. Process.,journals/smr,"('debugging', 'deep learning', 'fault localization', 'neural networks', 'resampling')","(('pui', '2005974043'), ('scopus', '2-s2.0-85089907060'), ('issn', '20477481'), ('doi', '10.1002/smr.2312'), ('sgr', '85089907060'))",ad17e5a9-b814-3d16-831b-38aaabefb971
2051,journals/smr/BadashianS20,10.1002/SMR.2250,Guidelines for evaluating bug-assignment research.,2020,J. Softw. Evol. Process.,journals/smr,"('bug report assignment', 'bug-assignment', 'change request assignment', 'research evaluation', 'research reproducibility', 'software engineering')","(('sgr', '85082956611'), ('doi', '10.1002/smr.2250'), ('issn', '20477481'), ('pui', '2004418366'), ('scopus', '2-s2.0-85082956611'))",658eec68-5a39-3845-817b-bc50dfff9be6
2052,journals/smr/PagliariMT20,10.1002/SMR.2179,Engineering cyber-physical systems through performance-based modelling and analysis - A case study experience report.,2020,J. Softw. Evol. Process.,journals/smr,"('cyber-physical systems', 'performance analysis', 'performance modelling', 'software performance engineering')","(('pui', '2004102135'), ('scopus', '2-s2.0-85078573198'), ('issn', '20477481'), ('doi', '10.1002/smr.2179'), ('sgr', '85078573198'))",906f26cf-26da-34ec-b877-dce421dd5051
2053,journals/smr/SneedV20,10.1002/SMR.2236,Cost-driven software migration - An experience report.,2020,J. Softw. Evol. Process.,journals/smr,"('automated code-based cost estimation', 'code conversion', 'incremental migration', 'migration project planning', 'redevelopment', 'reimplementation')","(('sgr', '85078875809'), ('doi', '10.1002/smr.2236'), ('issn', '20477481'), ('pui', '2004186378'), ('scopus', '2-s2.0-85078875809'))",1ef9cc2e-5680-39ef-9901-ba032ea30da9
2054,journals/smr/CamposM19,10.1002/SMR.2173,Discovering common bug-fix patterns - A large-scale observational study.,2019,J. Softw. Evol. Process.,journals/smr,"('automated program repair', 'bug-fix patterns', 'locality-sensitive hashing')","(('sgr', '85068827966'), ('doi', '10.1002/smr.2173'), ('issn', '20477481'), ('pui', '628524668'), ('scopus', '2-s2.0-85068827966'))",c5fda8d4-f849-3af5-bdae-92756b32202d
2055,journals/smr/ChatterjeeS19,10.1002/SMR.2150,"A unified approach of testing coverage-based software reliability growth modelling with fault detection probability, imperfect debugging, and change point.",2019,J. Softw. Evol. Process.,journals/smr,"('change point', 'fault detection probability', 'imperfect debugging', 'non-homogeneous Poisson process', 'software reliability growth model', 'testing coverage factor')","(('sgr', '85063382633'), ('doi', '10.1002/smr.2150'), ('issn', '20477481'), ('pui', '626930816'), ('scopus', '2-s2.0-85063382633'))",7b94b233-88dc-30e3-9ba3-612187cdde00
2056,journals/smr/JohanssenKPB19,10.1002/SMR.2169,Continuous software engineering and its support by usage and decision knowledge - An interview study with practitioners.,2019,J. Softw. Evol. Process.,journals/smr,"('agile software development', 'continuous software engineering', 'decision knowledge', 'interview study', 'tool support', 'usage knowledge')","(('sgr', '85077137558'), ('doi', '10.1002/smr.2169'), ('issn', '20477481'), ('pui', '2004362905'), ('scopus', '2-s2.0-85077137558'))",c064642d-4550-3e9f-b32f-017a512333a2
2057,journals/smr/KarimICI19,10.1002/SMR.2184,Identifying and predicting key features to support bug reporting.,2019,J. Softw. Evol. Process.,journals/smr,"('bug report', 'open-source projects', 'prediction models')","(('issn', '20477481'), ('sgr', '85071606491'), ('doi', '10.1002/smr.2184'), ('pui', '2002671228'), ('scopus', '2-s2.0-85071606491'))",4513eb1d-3075-3def-a1ac-30cb3f1ab203
2058,journals/smr/OzdagogluK19,10.1002/SMR.2162,Monitoring the software bug-fixing process through the process mining approach.,2019,J. Softw. Evol. Process.,journals/smr,"('bug fixing', 'business process management', 'process mining', 'software quality')","(('sgr', '85068830327'), ('doi', '10.1002/smr.2162'), ('issn', '20477481'), ('pui', '628524660'), ('scopus', '2-s2.0-85068830327'))",30f6a022-83b7-3cc7-9968-6617d3b5d16c
2059,journals/smr/ZakariL19,10.1002/SMR.2178,Parallel debugging - An investigative study.,2019,J. Softw. Evol. Process.,journals/smr,"('multiple faults', 'parallel debugging', 'program debugging', 'program spectra', 'software fault localization')","(('issn', '20477481'), ('sgr', '85075215292'), ('doi', '10.1002/smr.2178'), ('pui', '2003637629'), ('scopus', '2-s2.0-85075215292'))",c026a51b-dd53-37c5-8b97-a7aff0832a60
2060,journals/smr/WolskiWKC18,10.1002/SMR.1911,Software quality model for a research-driven organization - An experience report.,2018,J. Softw. Evol. Process.,journals/smr,"('quality models', 'software measurement', 'software process improvement', 'software quality')","(('issn', '20477481'), ('sgr', '85031123712'), ('doi', '10.1002/smr.1911'), ('pui', '618762592'), ('scopus', '2-s2.0-85031123712'))",f373911c-7ef9-31cc-8961-228ca5f331a5
2061,journals/smr/AggarwalTRHSG17,10.1002/SMR.1821,Detecting duplicate bug reports with software engineering domain knowledge.,2017,J. Softw. Evol. Process.,journals/smr,"('deduplication', 'documentation', 'duplicate bug reports', 'information retrieval', 'machine learning', 'software engineering textbooks', 'software literature')","(('issn', '20477481'), ('sgr', '84995582865'), ('doi', '10.1002/smr.1821'), ('pui', '613280071'), ('scopus', '2-s2.0-84995582865'))",e69c8c50-18f8-3264-ab99-dddded83adce
2062,journals/smr/FilhoPA17,10.1002/SMR.1867,Analysis of task allocation in distributed software development through a hybrid methodology of verbal decision analysis.,2017,J. Softw. Evol. Process.,journals/smr,"('ORCLASS Method', 'ZAPROS III-i method', 'distributed software development', 'multi-criteria decision analysis', 'task allocation', 'verbal decision analysis')","(('pui', '615437334'), ('scopus', '2-s2.0-85017497395'), ('issn', '20477481'), ('doi', '10.1002/smr.1867'), ('sgr', '85017497395'))",81929381-005a-32b6-a6fd-3b0ffc5aed0e
2063,journals/smr/NayrollesHTL17,10.1002/SMR.1789,A bug reproduction approach based on directed model checking and crash traces.,2017,J. Softw. Evol. Process.,journals/smr,"('automatic bug reproduction', 'dynamic analysis', 'model checking', 'software maintenance')","(('sgr', '84970003079'), ('doi', '10.1002/smr.1789'), ('issn', '20477481'), ('pui', '610531693'), ('scopus', '2-s2.0-84970003079'))",7315c073-6434-3f60-956b-cc682afeeb9f
2064,journals/smr/OlssonB17,10.1002/SMR.1876,From ad hoc to strategic ecosystem management - the &quot;Three-Layer Ecosystem Strategy Model&quot; (TeLESM).,2017,J. Softw. Evol. Process.,journals/smr,"('business ecosystems', 'commoditizing ecosystem', 'differentiating ecosystem', 'ecosystem challenges', 'ecosystem strategies', 'innovation ecosystem')","(('pui', '617222522'), ('scopus', '2-s2.0-85021712461'), ('issn', '20477481'), ('doi', '10.1002/smr.1876'), ('sgr', '85021712461'))",e027c4b6-4602-3d83-9bf7-dfe7b1afcb9f
2065,journals/smr/SismanAK17,10.1002/SMR.1805,Exploiting spatial code proximity and order for improved source code retrieval for bug localization.,2017,J. Softw. Evol. Process.,journals/smr,"('Markov Random Fields', 'bug localization', 'source code search', 'term proximity')","(('sgr', '84986286537'), ('doi', '10.1002/smr.1805'), ('issn', '20477481'), ('pui', '612110673'), ('scopus', '2-s2.0-84986286537'))",ca22b527-fbe9-3797-b33d-bb9a949a2bc0
2066,journals/smr/AkmanOAG16,10.1002/SMR.1824,Experience report - implementing requirement traceability throughout the software development life cycle.,2016,J. Softw. Evol. Process.,journals/smr,"('application life cycle management', 'configuration management', 'requirement traceability', 'software process improvement')","(('issn', '20477481'), ('sgr', '84996565788'), ('doi', '10.1002/smr.1824'), ('pui', '613364259'), ('scopus', '2-s2.0-84996565788'))",6519fee1-2aef-3936-b5cc-750b63a5cf7a
2067,journals/smr/KarimRRG016,10.1002/SMR.1777,An empirical investigation of single-objective and multiobjective evolutionary algorithms for developer&apos;s assignment to bugs.,2016,J. Softw. Evol. Process.,journals/smr,"('Pareto optimal', ""developer's assignment to bugs"", 'genetic algorithm', 'multiobjective optimization')","(('pui', '609901208'), ('scopus', '2-s2.0-84963642797'), ('issn', '20477481'), ('doi', '10.1002/smr.1777'), ('sgr', '84963642797'))",0f65b373-c96a-3a3f-9b58-1ea7551684a0
2068,journals/smr/PerezA16,10.1002/SMR.1799,Framing program comprehension as fault localization.,2016,J. Softw. Evol. Process.,journals/smr,"('fault diagnosis', 'program comprehension', 'software evolution and maintenance')","(('sgr', '84978794647'), ('doi', '10.1002/smr.1799'), ('issn', '20477481'), ('pui', '611332493'), ('scopus', '2-s2.0-84978794647'))",1b1f2f9b-02e7-303d-b7f4-083781718b7d
2069,journals/smr/RodegheroHDMG16,10.1002/SMR.1773,An empirical study on how expert knowledge affects bug reports.,2016,J. Softw. Evol. Process.,journals/smr,"('bugs', 'empirical', 'experts', 'features', 'recommendation', 'textual')","(('issn', '20477481'), ('sgr', '84979493214'), ('doi', '10.1002/smr.1773'), ('pui', '609898899'), ('scopus', '2-s2.0-84979493214'))",fe545d64-c409-3ecc-a3b4-244984d19989
2070,journals/smr/WangL16,10.1002/SMR.1801,AmaLgam+ - Composing Rich Information Sources for Accurate Bug Localization.,2016,J. Softw. Evol. Process.,journals/smr,"('bug localization', 'reporter information', 'similar report', 'stack traces', 'structure', 'version history')","(('sgr', '84990990311'), ('doi', '10.1002/smr.1801'), ('issn', '20477481'), ('pui', '612699826'), ('scopus', '2-s2.0-84990990311'))",24cb2345-f673-32e9-bb97-edcdaa208dae
2071,journals/smr/ZhouTGG16,10.1002/SMR.1770,Combining text mining and data mining for bug report classification.,2016,J. Softw. Evol. Process.,journals/smr,"('bug report classification', 'data mining', 'software evolution', 'text mining')","(('pui', '608753966'), ('scopus', '2-s2.0-84977854687'), ('issn', '20477481'), ('doi', '10.1002/smr.1770'), ('sgr', '84977854687'))",6c7ccf96-bcaa-374e-b283-c0b76c30e355
2072,journals/smr/Pries-HejeJ15,10.1002/SMR.1724,Choosing change strategy for ISO/IEC 33014.,2015,J. Softw. Evol. Process.,journals/smr,"('ISO/IEC 33014', 'change strategy', 'organizational change', 'process improvement')","(('issn', '20477481'), ('sgr', '84939555731'), ('doi', '10.1002/smr.1724'), ('pui', '605690731'), ('scopus', '2-s2.0-84939555731'))",92c7819c-292c-3932-8e67-7b7f5f60c601
2073,journals/smr/XiaLWZ15,10.1002/SMR.1706,Dual analysis for recommending developers to resolve bugs.,2015,J. Softw. Evol. Process.,journals/smr,"('Composite', 'Developer recommendation', 'Multi-label learning', 'Topic model')","(('sgr', '84930242589'), ('doi', '10.1002/smr.1706'), ('issn', '20477481'), ('pui', '604643953'), ('scopus', '2-s2.0-84930242589'))",0ec4cad0-f62d-37e4-b93c-4e448d76d5ee
2074,journals/smr/AlegriaBQO14,10.1002/SMR.1576,MDE-based process tailoring strategy.,2014,J. Softw. Evol. Process.,journals/smr,"('model-driven engineering', 'process tailoring', 'software processes')","(('issn', '20477481'), ('sgr', '84979917820'), ('doi', '10.1002/smr.1576'), ('pui', '611515909'), ('scopus', '2-s2.0-84979917820'))",11f28a23-36b0-3380-bd6e-6314af94b455
2075,journals/smr/DaviesRW14,10.1002/SMR.1619,Comparing text-based and dependence-based approaches for determining the origins of bugs.,2014,J. Softw. Evol. Process.,journals/smr,"('Bug origins', 'Bug tracking systems', 'Mining software repositories', 'Program dependence graph', 'Software maintenance', 'Version control')","(('issn', '20477481'), ('sgr', '84899098981'), ('doi', '10.1002/smr.1619'), ('pui', '372917054'), ('scopus', '2-s2.0-84899098981'))",63dbb5c0-59b4-3089-bef8-53e9534019e8
2076,journals/smr/KaynakK14,10.1002/SMR.1610,Experience report - implementation of a multi-standard compliant process improvement program.,2014,J. Softw. Evol. Process.,journals/smr,"('ISO/IEC 15504', 'SPICE', 'experience report', 'integrated process improvement program', 'process improvement', 'process management system')","(('pui', '373116547'), ('scopus', '2-s2.0-84901032785'), ('issn', '20477481'), ('doi', '10.1002/smr.1610'), ('sgr', '84901032785'))",e61e61dc-c58a-349f-9b38-9426446e4214
2077,journals/smr/LuciaLJTB14,10.1002/SMR.1616,Extended comprehensive study of association measures for fault localization.,2014,J. Softw. Evol. Process.,journals/smr,"('Association Measures', 'Fault Localization', 'Program Spectra')","(('issn', '20477481'), ('sgr', '84900526835'), ('doi', '10.1002/smr.1616'), ('pui', '373089213'), ('scopus', '2-s2.0-84900526835'))",e8eea2b3-0154-3251-accd-e1b94735d1d8
2078,journals/smr/RazavianL14,10.1002/SMR.1613,A lean and mean strategy - a data migration industrial study.,2014,J. Softw. Evol. Process.,journals/smr,"('legacy migration', 'migration strategies', 'technical action research')","(('sgr', '84900537068'), ('doi', '10.1002/smr.1613'), ('issn', '20477481'), ('pui', '373089212'), ('scopus', '2-s2.0-84900537068'))",ca6b1bc4-44c6-3615-a57e-9c8f945105fc
2079,journals/smr/TakeuchiKSKS14,10.1002/SMR.1591,Report on an assessment experience based on ISO/IEC 29110.,2014,J. Softw. Evol. Process.,journals/smr,"('ISO/IEC 29110', 'software process assessment', 'software process improvement', 'very small entity (VSE)')","(('issn', '20477481'), ('sgr', '84964579512'), ('doi', '10.1002/smr.1591'), ('pui', '610172306'), ('scopus', '2-s2.0-84964579512'))",6041fe36-3d01-340b-b990-2bf656a20ff6
2080,journals/smr/BachmannM12,10.1002/SMR.495,Improving the software development for multiple projects by applying a platform strategy for mechatronic systems.,2012,J. Softw. Evol. Process.,journals/smr,"('ISO 15504', 'Platform development', 'System process improvement')","(('sgr', '84866372253'), ('doi', '10.1002/smr.495'), ('issn', '20477481'), ('pui', '51835625'), ('scopus', '2-s2.0-84866372253'))",4baf0a88-c26f-390b-860d-08b4ec0a3201
2081,journals/smr/RivaSSX11,10.1002/SMR.411,A profile-based approach for maintaining software architecture - an industrial experience report.,2011,J. Softw. Maintenance Res. Pract.,journals/smr,"('software architectures', 'software maintenance', 'software product-lines')","(('sgr', '79551483480'), ('doi', '10.1002/smr.411'), ('issn', '1532060X'), ('pui', '361192859'), ('scopus', '2-s2.0-79551483480'))",6f5b4074-e156-3c52-98d4-eb1abc52515c
2082,journals/smr/GlorieZDH09,10.1002/SMR.401,Splitting a large software repository for easing future software evolution - an industrial experience report.,2009,J. Softw. Maintenance Res. Pract.,journals/smr,"('Experience', 'Formal concept analysis', 'Industrial', 'Reengineering', 'Software clustering')","(('issn', '1532060X'), ('sgr', '63849293604'), ('doi', '10.1002/smr.401'), ('pui', '354435661'), ('scopus', '2-s2.0-63849293604'))",fbc530f7-b2c4-3221-8ce6-96f552a7f125
2083,journals/smr/WhiteJRR08,10.1002/SMR.371,Extended firewall for regression testing - an experience report.,2008,J. Softw. Maintenance Res. Pract.,journals/smr,"('Extended firewall testing', 'Firewall regression testing', 'Object-oriented software testing', 'Regression testing')","(('pui', '352752859'), ('scopus', '2-s2.0-56849113553'), ('issn', '1532060X'), ('doi', '10.1002/smr.371'), ('sgr', '56849113553'))",14ff040c-6ce3-351f-8a85-37f7049aca9a
2084,journals/smr/Schneidewind07,10.1002/SMR.347,Experience report on using object-oriented design for software maintenance.,2007,J. Softw. Maintenance Res. Pract.,journals/smr,"('NASA shuttle software', 'Object-oriented software maintenance', 'Software reliability model')","(('pui', '46956181'), ('scopus', '2-s2.0-34250694962'), ('issn', '1532060X'), ('doi', '10.1002/smr.347'), ('sgr', '34250694962'))",7e79efe8-44d3-3ed0-bb96-e9a1ea0ff223
2085,journals/smr/AversanoT04,10.1002/SMR.296,An assessment strategy for identifying legacy system evolution requirements in eBusiness context.,2004,J. Softw. Maintenance Res. Pract.,journals/smr,"('Business process re-engineering', 'Business rules', 'EBusiness', 'Evolution strategy', 'Process model', 'System assessment', 'System re-engineering', 'Systems evaluation')","(('issn', '1532060X'), ('sgr', '4344607827'), ('doi', '10.1002/smr.296'), ('pui', '39125319'), ('scopus', '2-s2.0-4344607827'))",bdc49c1c-fe5d-31a4-988d-6df9e04a143d
2086,journals/smr/ChaimMJ04,10.1002/SMR.297,A debugging strategy based on the requirements of testing.,2004,J. Softw. Maintenance Res. Pract.,journals/smr,"('Automated debugging', 'Data-flow testing', 'Debugging tool', 'Dynamic testing information', 'Fault localization')","(('issn', '1532060X'), ('sgr', '4344624945'), ('doi', '10.1002/smr.297'), ('pui', '39125320'), ('scopus', '2-s2.0-4344624945'))",d6521820-7f51-3bcb-bdc8-f60061755122
2087,journals/smr/FischerG04,10.1002/SMR.302,Visualizing feature evolution of large-scale software based on problem and modification report data.,2004,J. Softw. Maintenance Res. Pract.,journals/smr,"('Problem reports', 'Release history', 'Software evolution', 'Visualization')","(('sgr', '10644221352'), ('doi', '10.1002/smr.302'), ('issn', '1532060X'), ('pui', '39646192'), ('scopus', '2-s2.0-10644221352'))",9e17226b-4acf-30be-a12f-9884c1c00f29
2088,journals/smr/RahgozarO03,10.1002/SMR.278,An effective strategy for legacy systems evolution.,2003,J. Softw. Maintenance Res. Pract.,journals/smr,"('Application migration', 'Database normalization', 'Legacy applications', 'Legacy databases', 'Legacy system renovation')","(('pui', '37319961'), ('scopus', '2-s2.0-0142258093'), ('issn', '1532060X'), ('doi', '10.1002/smr.278'), ('sgr', '0142258093'))",5f566177-6837-3f38-b74e-c0f57c291609
2089,journals/smr/ParikhC01,10.1002/SMR.230,Interview with Girish Parikh.,2001,J. Softw. Maintenance Res. Pract.,journals/smr,(),"(('issn', '1532-060X'), ('doi', '10.1002/smr.230'))",485023e8-52ee-3032-96e9-ffe2fa67d0aa
2090,journals/smr/Kajko-MattssonFA00,10.1002/1096-908X(200009/10)12:5&lt;255::AID-SMR216&gt;3.0.CO;2-L,Software problem reporting and resolution process at ABB Robotics AB - state of practice.,2000,J. Softw. Maintenance Res. Pract.,journals/smr,,,
2091,journals/smr/HaleSH99,10.1002/(SICI)1096-908X(199903/04)11:2&lt;73::AID-SMR187&gt;3.0.CO;2-A,An evaluation of the cognitive processes of programmers engaged in software debugging.,1999,J. Softw. Maintenance Res. Pract.,journals/smr,"('Adaptive learning', 'Comprehension models', 'Expertise models', 'Problem solving', 'Software maintenance', 'Structural learning theory', 'Verbal protocol analysis')","(('sgr', '0032666281'), ('doi', '10.1002/(sici)1096-908x(199903/04)11:2<73::aid-smr187>3.0.co;2-a'), ('issn', '1532060X'), ('pui', '129632775'), ('scopus', '2-s2.0-0032666281'))",e06b58d3-1e66-374d-a6f0-417a607c4448
2092,journals/smr/BragaSL98,10.1002/(SICI)1096-908X(199807/08)10:4&lt;279::AID-SMR174&gt;3.0.CO;2-Z,Documentu - a flexible architecture for documentation production based on a reverse-engineering strategy.,1998,J. Softw. Maintenance Res. Pract.,journals/smr,,,
2093,journals/smr/ChanL98,10.1002/(SICI)1096-908X(199803/04)10:2&lt;111::AID-SMR167&gt;3.0.CO;2-8,Debugging program failure exhibited by voluminous data.,1998,J. Softw. Maintenance Res. Pract.,journals/smr,"('Data slicing', 'Fault reproduction', 'Heuristics for slicing', 'Origin tracking', 'Slicing effectiveness')","(('pui', '128544771'), ('scopus', '2-s2.0-0032021987'), ('issn', '1532060X'), ('doi', '10.1002/(sici)1096-908x(199803/04)10:2<111::aid-smr167>3.0.co;2-8'), ('sgr', '0032021987'))",c0cf4f40-29d8-3d0d-bf4a-079bcfa920f7
2094,journals/smr/Marcoccia98,10.1002/(SICI)1096-908X(199809/10)10:5&lt;333::AID-SMR176&gt;3.0.CO;2-7,Building infrastructure for fixing the year 2000 bug - a case study.,1998,J. Softw. Maintenance Res. Pract.,journals/smr,,,
2095,journals/smr/PeercyC97,10.1002/(SICI)1096-908X(199705)9:3&lt;177::AID-SMR150&gt;3.0.CO;2-C,Interview with David E. Peercy.,1997,J. Softw. Maintenance Res. Pract.,journals/smr,(),"(('issn', '1040550X'), ('sgr', '16944364703'), ('doi', '10.1002/(SICI)1096-908X(199705)9:3<177::AID-SMR150>3.0.CO;2-C'), ('pui', '27857092'), ('scopus', '2-s2.0-16944364703'))",1eaa0733-7cef-3db1-8b0d-77ab2856f6ad
2096,journals/smr/SanoTR97,10.1002/(SICI)1096-908X(199707/08)9:4&lt;253::AID-SMR151&gt;3.0.CO;2-D,Interview with Takashi Sano.,1997,J. Softw. Maintenance Res. Pract.,journals/smr,"('Japanese maintenance', 'Japanese software engineering', 'Re-engineering', 'Software maintenance', 'Software tools', 'Year 2000 readiness')","(('issn', '1532060X'), ('sgr', '0031188428'), ('doi', '10.1002/(sici)1096-908x(199707/08)9:4<253::aid-smr151>3.0.co;2-d'), ('pui', '127536987'), ('scopus', '2-s2.0-0031188428'))",f6b18c72-7029-3c47-9f3e-5f2caf197a54
2097,journals/smr/SwansonC95,10.1002/SMR.4360070503,Interview with E. Burton Swanson.,1995,J. Softw. Maintenance Res. Pract.,journals/smr,"('adaptive maintenance', 'case studies', 'corrective maintenance', 'perfective maintenance', 'sampling studies')","(('sgr', '84987210235'), ('doi', '10.1002/smr.4360070503'), ('issn', '1096908X'), ('pui', '416849569'), ('scopus', '2-s2.0-84987210235'))",e7793851-e1cc-3e07-8cc2-995700cc2b95
2098,journals/smr/NewtonYB92,10.1002/SMR.4360040305,"Report on the conference on software maintenance 1991, Sorrento, Italy, 14-17 october 1991.",1992,J. Softw. Maintenance Res. Pract.,journals/smr,(),"(('sgr', '84987209601'), ('doi', '10.1002/smr.4360040305'), ('issn', '1096908X'), ('pui', '416849520'), ('scopus', '2-s2.0-84987209601'))",aa87cf27-bfb5-353c-bea1-f0783f785e4b
2099,journals/smr/Chapin91,10.1002/SMR.4360030206,Conference on software maintenance - 1990 - A report.,1991,J. Softw. Maintenance Res. Pract.,journals/smr,(),"(('pui', '416849504'), ('scopus', '2-s2.0-84987172516'), ('issn', '1096908X'), ('doi', '10.1002/smr.4360030206'), ('sgr', '84987172516'))",47b734f0-86f8-3939-83f1-965afa9d353d
2100,journals/smr/HaleH91,10.1002/SMR.4360030204,Towards a model of programmers&apos; cognitive processes in software maintenance - A structural learning theory approach for debugging.,1991,J. Softw. Maintenance Res. Pract.,journals/smr,"('Comprehension models', 'Expertise models', 'Knowledge representation', 'Problem solving', 'Program maintenance', 'Software engineering')","(('issn', '1096908X'), ('sgr', '84987238388'), ('doi', '10.1002/smr.4360030204'), ('pui', '416849502'), ('scopus', '2-s2.0-84987238388'))",35d73e8b-7fa0-3123-9a8d-fd06b5adf62b
2101,journals/smr/KenningCFHM91,10.1002/SMR.4360030104,Report on the fourth European software maintenance workshop.,1991,J. Softw. Maintenance Res. Pract.,journals/smr,(),"(('sgr', '84989052424'), ('doi', '10.1002/smr.4360030104'), ('issn', '1096908X'), ('pui', '416849499'), ('scopus', '2-s2.0-84989052424'))",aa4e1795-6967-32af-b70e-6be32b84bc31
2102,journals/jss/EtemadiBAR21,10.1016/J.JSS.2021.110967,A scheduling-driven approach to efficiently assign bug fixing tasks to developers.,2021,J. Syst. Softw.,journals/jss,"('Bug assignment', 'Bug fixing', 'Scheduling-driven', 'Software maintenance')","(('sgr', '85104603597'), ('pii', 'S0164121221000649'), ('doi', '10.1016/j.jss.2021.110967'), ('issn', '01641212'), ('pui', '2011803076'), ('scopus', '2-s2.0-85104603597'))",3cbc3a39-7747-3a0a-b777-f3bb133c28b8
2103,journals/jss/GarousiKBGA21,10.1016/J.JSS.2021.111032,Model-based testing in practice - An experience report from the web applications domain.,2021,J. Syst. Softw.,journals/jss,"('Applied research report', 'Experience report', 'Model-based testing', 'Software testing', 'Test automation', 'Web applications')","(('sgr', '85109076346'), ('pii', 'S0164121221001291'), ('doi', '10.1016/j.jss.2021.111032'), ('issn', '01641212'), ('pui', '2013406191'), ('scopus', '2-s2.0-85109076346'))",47a5c7ca-e22c-39c0-9043-a077c778ea11
2104,journals/jss/JiaZWHL21,10.1016/J.JSS.2021.110935,"The symptoms, causes, and repairs of bugs inside a deep learning library.",2021,J. Syst. Softw.,journals/jss,"('Bug analysis', 'Deep learning', 'Empirical study', 'TensorFlow')","(('sgr', '85103945065'), ('pii', 'S0164121221000327'), ('doi', '10.1016/j.jss.2021.110935'), ('issn', '01641212'), ('pui', '2011657831'), ('scopus', '2-s2.0-85103945065'))",4a82ae88-2f23-3d8f-a9d5-ed6d5ac738ef
2105,journals/jss/KhalilCMD21,10.1016/J.JSS.2020.110882,On the impact of release policies on bug handling activity - A case study of Eclipse.,2021,J. Syst. Softw.,journals/jss,"('Bug handling process', 'Continuous software development', 'Empirical software engineering', 'Feature freeze', 'Rapid release cycle', 'Software maintenance')","(('issn', '01641212'), ('sgr', '85097583445'), ('pii', 'S0164121220302727'), ('doi', '10.1016/j.jss.2020.110882'), ('pui', '2010294099'), ('scopus', '2-s2.0-85097583445'))",54801c8f-3d78-3ea5-9751-fc378c60eb7e
2106,journals/jss/LuoSSZ21,10.1016/J.JSS.2021.110992,Special Issue on New Generation of Bug Fixing.,2021,J. Syst. Softw.,journals/jss,(),"(('issn', '01641212'), ('sgr', '85105338650'), ('pii', 'S0164121221000893'), ('doi', '10.1016/j.jss.2021.110992'), ('pui', '2011971021'), ('scopus', '2-s2.0-85105338650'))",48683b24-c601-3ba7-8cad-43524d86cf7c
2107,journals/jss/MiryeganehHH21,10.1016/J.JSS.2021.110961,GloBug - Using global data in Fault Localization.,2021,J. Syst. Softw.,journals/jss,"('Automated Fault Localization', 'Doc2Vec', 'Global training', 'Information Retrieval', 'TF.IDF', 'Word Embedding')","(('issn', '01641212'), ('sgr', '85103941334'), ('pii', 'S0164121221000583'), ('arxiv', '2101.05862'), ('doi', '10.1016/j.jss.2021.110961'), ('pui', '2011654535'), ('scopus', '2-s2.0-85103941334'))",42aaa2f0-206a-39a3-b906-0933d2052548
